amount,city,customer_id,device_id,edge_cases,is_fraud,merchant_id,payment_method,scenario_id,scenario_type,stage,timestamp,transaction_id
2585.4,Mumbai,C0242,D0242,,0,M0045,CARD,SCENARIO-C0242,KYC_IDENTITY,baseline,2025-07-09 21:38:02,T002416
3615.82,Mumbai,C0242,D0242,,0,M0052,CARD,SCENARIO-C0242,KYC_IDENTITY,baseline,2025-07-15 12:32:50,T002417
2662.01,Mumbai,C0242,D0242,,0,M0062,CARD,SCENARIO-C0242,KYC_IDENTITY,baseline,2025-07-18 09:09:27,T002418
3529.98,Mumbai,C0242,D0242,,0,M0105,CARD,SCENARIO-C0242,KYC_IDENTITY,baseline,2025-07-19 12:36:40,T002419
3378.89,Mumbai,C0242,D0242,,0,M0045,CARD,SCENARIO-C0242,KYC_IDENTITY,baseline,2025-07-20 10:44:00,T002420
2409.65,Mumbai,C0243,D0243,,0,M0105,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-06-22 08:18:50,T002421
1573.41,Mumbai,C0243,D0243,,0,M0054,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-06-26 10:55:30,T002422
1809.58,Mumbai,C0243,D0243,,0,M0026,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-01 08:46:22,T002423
2190.39,Mumbai,C0243,D0243,,0,M0105,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-04 17:26:06,T002424
1930.61,Mumbai,C0243,D0243,,0,M0026,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-08 10:39:04,T002425
2653.7,Mumbai,C0243,D0243,,0,M0054,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-11 16:26:32,T002426
2223.72,Mumbai,C0243,D0243,,0,M0105,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-14 10:45:44,T002427
2350.27,Mumbai,C0243,D0243,,0,M0014,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-15 09:49:19,T002428
1982.04,Mumbai,C0243,D0243,,0,M0026,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-15 21:48:21,T002429
1649.37,Mumbai,C0243,D0243,,0,M0026,UPI,SCENARIO-C0243,TRANSACTION_ANOMALY,baseline,2025-07-17 10:46:11,T002430
2581.59,Hyderabad,C0244,D0244,,0,M0097,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-06-23 17:56:57,T002431
9561.64,Hyderabad,C0244,D0244,large_purchase|new_merchant,0,M0038,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-06-25 12:26:47,T002432
3338.59,Hyderabad,C0244,D0244,,0,M0097,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-06-26 16:31:34,T002433
3436.66,Hyderabad,C0244,D0244,,0,M0013,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-06-26 20:10:35,T002434
4274.41,Hyderabad,C0244,D0244,,0,M0097,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-07-01 10:42:59,T002435
6375.06,Hyderabad,C0244,D0244,large_purchase,0,M0013,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-07-06 13:26:27,T002436
2237.67,Hyderabad,C0244,D0244,,0,M0097,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-07-10 12:43:00,T002437
3340.46,Hyderabad,C0244,D0244,,0,M0011,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-07-11 09:27:31,T002438
2180.78,Hyderabad,C0244,D0244,,0,M0011,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-07-13 17:39:50,T002439
2981.6,Hyderabad,C0244,D0244,,0,M0013,CARD,SCENARIO-C0244,KYC_IDENTITY,baseline,2025-07-17 17:02:13,T002440
2473.22,Bangalore,C0245,D0245,,0,M0063,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-06-22 12:37:20,T002441
4059.06,Delhi,C0245,D0245,new_city|travel_episode,0,M0072,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-06-23 18:46:13,T002442
2613.07,Pune,C0245,D0245,travel_episode,0,M0072,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-06-23 22:09:10,T002443
3514.47,Bangalore,C0245,D0245,,0,M0018,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-02 13:29:06,T002444
8086.81,Bangalore,C0245,D0245,large_purchase|alternate_payment_method,0,M0018,UPI,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-02 20:09:34,T002445
3264.16,Bangalore,C0245,D0245,alternate_payment_method,0,M0018,NET_BANKING,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-02 22:22:43,T002446
1780.18,Bangalore,C0245,D0245,,0,M0028,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-02 23:58:59,T002447
7355.57,Bangalore,C0245,D0245,,0,M0063,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-04 23:51:51,T002448
412.8,Bangalore,C0245,D0245,unusually_small_purchase,0,M0028,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-08 23:12:56,T002449
6502.75,Mumbai,C0245,D0245,large_purchase|new_city,0,M0072,CARD,SCENARIO-C0245,COMMUNICATION_SCAM,baseline,2025-07-13 22:07:28,T002450
1077.48,Pune,C0246,D0246,,0,M0069,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-06-19 15:18:41,T002451
1047.22,Pune,C0246,D0246,,0,M0044,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-06-19 15:50:54,T002452
997.35,Hyderabad,C0246,D0246,new_city,0,M0044,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-02 17:10:55,T002453
1241.44,Pune,C0246,D0246,,0,M0044,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-03 16:32:53,T002454
1146.02,Pune,C0246,D0246,,0,M0044,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-07 18:43:47,T002455
1321.27,Pune,C0246,D0246,,0,M0043,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-09 19:21:56,T002456
1535.31,Hyderabad,C0246,D0246,new_city,0,M0069,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-12 19:53:49,T002457
1493.7,Pune,C0246,D0246,,0,M0044,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-17 10:04:07,T002458
1084.86,Pune,C0246,D0246,,0,M0005,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-18 10:13:02,T002459
1019.07,Pune,C0246,D0246,,0,M0069,UPI,SCENARIO-C0246,KYC_IDENTITY,baseline,2025-07-19 19:47:38,T002460
3511.74,Pune,C0247,D0247,off_hour,0,M0047,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-06-25 04:46:35,T002461
2419.3,Pune,C0247,D0247,,0,M0035,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-02 16:14:39,T002462
2487.73,Pune,C0247,D0247,,0,M0113,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-03 06:15:46,T002463
2880.09,Pune,C0247,D0247,,0,M0047,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-04 18:13:57,T002464
2820.78,Pune,C0247,D0247,,0,M0113,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-05 16:07:08,T002465
2465.7,Pune,C0247,D0247,,0,M0113,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-10 07:33:56,T002466
2499.15,Pune,C0247,D0247,,0,M0040,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-10 18:00:46,T002467
2786.16,Pune,C0247,D0247,new_merchant,0,M0046,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-11 09:48:38,T002468
2203.37,Pune,C0247,D0247,,0,M0035,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-17 17:09:48,T002469
8968.63,Pune,C0247,D0247,large_purchase,0,M0113,NET_BANKING,SCENARIO-C0247,TRANSACTION_ANOMALY,baseline,2025-07-18 17:41:39,T002470
579.46,Pune,C0248,D0248,unusually_small_purchase,0,M0035,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-06-26 10:31:47,T002471
2611.42,Pune,C0248,D0248,,0,M0035,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-01 09:10:29,T002472
3914.87,Pune,C0248,D0248,alternate_payment_method,0,M0119,CARD,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-01 09:46:40,T002473
2453.07,Pune,C0248,D0248,,0,M0035,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-01 13:58:28,T002474
2688.01,Pune,C0248,D0248,,0,M0069,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-03 13:07:25,T002475
2190.57,Pune,C0248,D0248,,0,M0077,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-05 19:02:56,T002476
3108.97,Pune,C0248,D0248,,0,M0035,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-08 12:32:27,T002477
2133.22,Pune,C0248,D0248,,0,M0043,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-09 13:17:51,T002478
4068.66,Pune,C0248,D0248,,0,M0077,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-13 12:18:49,T002479
3031.64,Pune,C0248,D0248,,0,M0035,UPI,SCENARIO-C0248,KYC_IDENTITY,baseline,2025-07-20 11:15:13,T002480
2501.5,Bangalore,C0249,D0249,,0,M0018,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-06-23 21:50:26,T002481
1443.13,Bangalore,C0249,D0249,alternate_payment_method,0,M0036,CARD,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-06-28 20:17:15,T002482
1861.71,Bangalore,C0249,D0249,,0,M0020,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-06-29 20:31:43,T002483
3232.19,Bangalore,C0249,D0249,,0,M0096,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-06-30 21:06:47,T002484
1973.87,Bangalore,C0249,D0249,,0,M0058,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-07-02 20:13:20,T002485
2179.58,Bangalore,C0249,D0249,alternate_payment_method,0,M0058,UPI,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-07-03 19:39:05,T002486
2228.5,Mumbai,C0249,D0249,travel_episode,0,M0036,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-07-04 18:25:17,T002487
1816.92,Bangalore,C0249,D0249,new_merchant,0,M0013,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-07-04 21:12:39,T002488
2163.19,Bangalore,C0249,D0249,,0,M0036,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-07-10 17:19:59,T002489
2640.0,Bangalore,C0249,D0249,,0,M0096,NET_BANKING,SCENARIO-C0249,TRANSACTION_ANOMALY,baseline,2025-07-17 19:24:47,T002490
1900.52,Delhi,C0250,D0250,,0,M0116,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-06-22 18:33:08,T002491
1668.46,Delhi,C0250,D0250,,0,M0019,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-06-25 09:36:53,T002492
3277.33,Delhi,C0250,D0250,,0,M0116,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-06-25 11:06:24,T002493
3084.73,Delhi,C0250,D0250,off_hour,0,M0019,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-06-27 07:12:26,T002494
3609.04,Delhi,C0250,D0250,,0,M0019,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-06-28 20:48:09,T002495
2590.94,Delhi,C0250,D0250,alternate_payment_method,0,M0012,CARD,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-07-02 09:06:45,T002496
2859.86,Delhi,C0250,D0250,,0,M0048,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-07-11 13:51:39,T002497
2893.86,Delhi,C0250,D0250,,0,M0116,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-07-14 23:21:18,T002498
3539.9,Delhi,C0250,D0250,,0,M0048,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-07-16 19:50:08,T002499
2122.78,Delhi,C0250,D0250,,0,M0012,NET_BANKING,SCENARIO-C0250,TRANSACTION_ANOMALY,baseline,2025-07-18 19:58:55,T002500
1045.3,Pune,C0251,D0251,,0,M0040,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-06-21 20:34:25,T002501
897.72,Delhi,C0251,D0251,travel_episode,0,M0040,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-06-22 14:04:14,T002502
752.6,Hyderabad,C0251,D0251,travel_episode,0,M0035,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-06-23 18:51:38,T002503
1506.68,Pune,C0251,D0251,,0,M0040,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-06-28 14:21:54,T002504
1804.51,Delhi,C0251,D0251,travel_episode,0,M0040,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-06-30 11:42:50,T002505
4186.31,Pune,C0251,D0251,large_purchase,0,M0113,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-07-04 20:04:09,T002506
1266.26,Pune,C0251,D0251,alternate_payment_method,0,M0047,CARD,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-07-09 16:28:04,T002507
1592.84,Pune,C0251,D0251,,0,M0047,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-07-14 18:47:28,T002508
628.82,Pune,C0251,D0251,,0,M0113,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-07-16 18:04:31,T002509
813.8,Pune,C0251,D0251,,0,M0035,NET_BANKING,SCENARIO-C0251,COMMUNICATION_SCAM,baseline,2025-07-20 13:29:38,T002510
2811.02,Pune,C0252,D0252,,0,M0085,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-06-21 08:46:33,T002511
2597.59,Pune,C0252,D0252,,0,M0035,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-06-21 19:25:16,T002512
1616.21,Pune,C0252,D0252,,0,M0113,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-06-29 08:51:53,T002513
1455.94,Pune,C0252,D0252,,0,M0085,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-07 18:35:53,T002514
2870.72,Pune,C0252,D0252,,0,M0119,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-09 22:21:40,T002515
3326.11,Pune,C0252,D0252,,0,M0035,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-12 11:29:57,T002516
2631.92,Pune,C0252,D0252,,0,M0035,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-14 21:26:30,T002517
2314.21,Pune,C0252,D0252,,0,M0047,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-17 21:31:38,T002518
2660.03,Pune,C0252,D0252,,0,M0113,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-18 18:27:16,T002519
3325.29,Pune,C0252,D0252,,0,M0085,UPI,SCENARIO-C0252,LONGITUDINAL_BEHAVIOR,baseline,2025-07-20 10:46:39,T002520
1984.19,Pune,C0253,D0253,alternate_payment_method,0,M0113,NET_BANKING,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-06-23 23:14:04,T002521
8685.89,Pune,C0253,D0253,large_purchase,0,M0047,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-06-25 12:37:03,T002522
458.55,Pune,C0253,D0253,new_merchant|unusually_small_purchase,0,M0030,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-06-25 18:09:13,T002523
1380.72,Pune,C0253,D0253,,0,M0077,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-06-30 08:29:31,T002524
693.39,Pune,C0253,D0253,unusually_small_purchase,0,M0103,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-07-03 23:47:07,T002525
1823.54,Pune,C0253,D0253,,0,M0040,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-07-04 11:31:10,T002526
1832.62,Pune,C0253,D0253,,0,M0077,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-07-10 11:55:33,T002527
2267.45,Pune,C0253,D0253,,0,M0077,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-07-15 19:59:40,T002528
1131.23,Pune,C0253,D0253,,0,M0040,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-07-17 21:09:20,T002529
1675.06,Pune,C0253,D0253,,0,M0103,UPI,SCENARIO-C0253,LONGITUDINAL_BEHAVIOR,baseline,2025-07-20 20:03:29,T002530
12862.39,Hyderabad,C0254,D0254,large_purchase,0,M0115,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-06-25 08:44:01,T002531
4168.44,Hyderabad,C0254,D0254,,0,M0115,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-06-30 21:33:39,T002532
4152.51,Hyderabad,C0254,D0254,,0,M0115,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-03 18:49:09,T002533
3912.56,Hyderabad,C0254,D0254,,0,M0066,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-03 21:09:19,T002534
3257.77,Hyderabad,C0254,D0254,,0,M0066,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-08 19:37:18,T002535
8404.09,Hyderabad,C0254,D0254,,0,M0108,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-15 23:22:59,T002536
4942.03,Hyderabad,C0254,D0254,,0,M0066,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-16 18:08:52,T002537
3442.05,Hyderabad,C0254,D0254,,0,M0066,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-18 07:16:05,T002538
4497.49,Hyderabad,C0254,D0254,,0,M0108,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-18 18:49:23,T002539
3948.82,Hyderabad,C0254,D0254,new_merchant,0,M0046,UPI,SCENARIO-C0254,TRANSACTION_ANOMALY,baseline,2025-07-18 23:56:27,T002540
1790.94,Pune,C0255,D0255,,0,M0043,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-06-20 19:24:14,T002541
1268.02,Pune,C0255,D0255,alternate_payment_method,0,M0005,UPI,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-06-25 16:28:51,T002542
1562.12,Pune,C0255,D0255,,0,M0044,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-06-30 20:22:14,T002543
2495.2,Pune,C0255,D0255,,0,M0044,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-04 08:26:54,T002544
2334.73,Pune,C0255,D0255,,0,M0069,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-08 21:48:37,T002545
6103.54,Pune,C0255,D0255,,0,M0069,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-09 06:27:42,T002546
1951.78,Pune,C0255,D0255,,0,M0043,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-10 10:01:30,T002547
1748.15,Pune,C0255,D0255,,0,M0069,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-10 17:43:52,T002548
1871.41,Pune,C0255,D0255,alternate_payment_method,0,M0095,UPI,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-11 09:18:54,T002549
843.71,Pune,C0255,D0255,,0,M0044,CARD,SCENARIO-C0255,TRANSACTION_ANOMALY,baseline,2025-07-12 18:55:36,T002550
3639.05,Pune,C0256,D0256,,0,M0069,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-06-21 18:55:57,T002551
3634.66,Pune,C0256,D0256,,0,M0113,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-06-25 21:57:36,T002552
3626.21,Pune,C0256,D0256,,0,M0069,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-06-26 09:20:57,T002553
3836.41,Pune,C0256,D0256,,0,M0043,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-06-28 16:16:48,T002554
4903.61,Pune,C0256,D0256,,0,M0069,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-07-01 21:49:34,T002555
3205.02,Pune,C0256,D0256,,0,M0043,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-07-04 17:39:16,T002556
3827.11,Pune,C0256,D0256,,0,M0077,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-07-06 16:19:53,T002557
4020.08,Pune,C0256,D0256,,0,M0113,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-07-08 18:14:01,T002558
11991.0,Pune,C0256,D0256,large_purchase,0,M0043,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-07-15 18:40:09,T002559
2994.47,Pune,C0256,D0256,new_merchant,0,M0044,UPI,SCENARIO-C0256,TRANSACTION_ANOMALY,baseline,2025-07-19 20:52:29,T002560
1315.42,Delhi,C0257,D0257,,0,M0116,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-06-24 11:08:25,T002561
1323.22,Delhi,C0257,D0257,,0,M0037,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-06-25 11:23:03,T002562
2092.21,Delhi,C0257,D0257,,0,M0116,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-06-26 10:40:13,T002563
1439.02,Delhi,C0257,D0257,,0,M0050,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-04 17:41:38,T002564
1522.16,Delhi,C0257,D0257,,0,M0092,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-04 20:13:17,T002565
1154.05,Delhi,C0257,D0257,,0,M0092,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-10 08:48:30,T002566
1343.83,Delhi,C0257,D0257,,0,M0116,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-11 18:10:27,T002567
1430.23,Delhi,C0257,D0257,new_merchant,0,M0018,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-18 07:51:59,T002568
1670.81,Delhi,C0257,D0257,,0,M0015,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-18 09:57:27,T002569
2014.64,Delhi,C0257,D0257,,0,M0116,UPI,SCENARIO-C0257,KYC_IDENTITY,baseline,2025-07-19 21:20:26,T002570
9390.55,Delhi,C0258,D0258,large_purchase|off_hour,0,M0116,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-06-22 05:02:25,T002571
3859.79,Delhi,C0258,D0258,,0,M0015,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-06-23 21:17:15,T002572
2693.51,Delhi,C0258,D0258,,0,M0116,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-06-27 06:35:12,T002573
10933.84,Delhi,C0258,D0258,large_purchase,0,M0015,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-06-28 21:20:13,T002574
5558.63,Delhi,C0258,D0258,,0,M0050,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-06-29 19:31:03,T002575
3372.18,Delhi,C0258,D0258,,0,M0015,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-07-04 16:46:28,T002576
4300.1,Delhi,C0258,D0258,alternate_payment_method,0,M0015,NET_BANKING,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-07-07 10:39:49,T002577
5719.92,Delhi,C0258,D0258,,0,M0050,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-07-08 07:31:10,T002578
4504.26,Delhi,C0258,D0258,,0,M0037,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-07-16 18:07:13,T002579
1671.77,Delhi,C0258,D0258,,0,M0116,CARD,SCENARIO-C0258,COMMUNICATION_SCAM,baseline,2025-07-17 19:19:28,T002580
956.24,Delhi,C0259,D0259,,0,M0048,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-06-23 13:21:15,T002581
292.88,Delhi,C0259,D0259,unusually_small_purchase,0,M0019,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-06-26 13:52:40,T002582
1499.52,Delhi,C0259,D0259,,0,M0032,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-04 09:43:13,T002583
1616.17,Delhi,C0259,D0259,,0,M0048,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-04 20:29:14,T002584
998.04,Pune,C0259,D0259,new_city,0,M0012,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-05 10:25:18,T002585
1586.91,Delhi,C0259,D0259,,0,M0032,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-06 12:30:22,T002586
1278.63,Delhi,C0259,D0259,,0,M0048,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-08 12:43:13,T002587
920.6,Delhi,C0259,D0259,,0,M0032,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-08 22:10:48,T002588
1073.69,Delhi,C0259,D0259,,0,M0048,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-13 09:59:51,T002589
5600.62,Pune,C0259,D0259,large_purchase|new_city,0,M0012,CARD,SCENARIO-C0259,KYC_IDENTITY,baseline,2025-07-13 13:25:22,T002590
2779.62,Mumbai,C0260,D0260,,0,M0045,UPI,SCENARIO-C0260,KYC_IDENTITY,baseline,2025-06-22 21:46:33,T002591
2282.73,Mumbai,C0260,D0260,,0,M0045,UPI,SCENARIO-C0260,KYC_IDENTITY,baseline,2025-06-23 10:10:49,T002592
3304.66,Mumbai,C0260,D0260,,0,M0045,UPI,SCENARIO-C0260,KYC_IDENTITY,baseline,2025-06-25 17:00:28,T002593
3718.6,Mumbai,C0260,D0260,,0,M0052,UPI,SCENARIO-C0260,KYC_IDENTITY,baseline,2025-07-08 20:42:44,T002594
